category,image_id,mask_variation,gen_variation_id,nima_mean,nima_std,itm,cos,giqa_score
apple,193926,bbox,193926,5.984014987945557,2.8755316734313965,0.290283203125,0.359130859375,-298.66163559252936
apple,193926,bbox,193926,5.565956115722656,2.6944658756256104,0.431396484375,0.374267578125,-419.9850735270024
apple,193926,bbox,193926,5.532502174377441,2.707977056503296,0.38134765625,0.343505859375,-320.3935718356427
apple,193926,segm,193926,5.642787933349609,2.7066667079925537,0.2646484375,0.354248046875,-241.17214008014744
apple,193926,segm,193926,5.631784915924072,2.702765941619873,0.48583984375,0.373291015625,-431.541381377986
apple,193926,segm,193926,5.703734397888184,2.7535696029663086,0.31494140625,0.353515625,-309.13045102994784
apple,389381,bbox,389381,5.527101516723633,2.6877222061157227,0.0031299591064453,0.19580078125,-203.81362568914565
apple,389381,bbox,389381,5.387345790863037,2.5623087882995605,0.0059127807617187,0.206298828125,-316.681216171556
apple,389381,bbox,389381,5.252326011657715,2.484048843383789,0.0053520202636718,0.187255859375,-306.007469946914
apple,389381,segm,389381,5.446946144104004,2.586003541946411,0.0098800659179687,0.177978515625,-359.114220821197
apple,389381,segm,389381,5.047495365142822,2.439204931259156,0.0059471130371093,0.1527099609375,-307.4743056914391
apple,389381,segm,389381,5.101117134094238,2.345723867416382,0.0084762573242187,0.1590576171875,-280.3111728035722
apple,116362,bbox,116362,5.205119609832764,2.6481499671936035,0.0504150390625,0.1474609375,-546.2723300925904
apple,116362,bbox,116362,4.39649772644043,2.263150453567505,0.1607666015625,0.21533203125,-482.2584231000092
apple,116362,bbox,116362,4.965811252593994,2.584127426147461,0.1954345703125,0.25146484375,-547.3364930586349
apple,116362,segm,116362,4.864702701568604,2.498509168624878,0.08013916015625,0.17138671875,-304.8474909323582
apple,116362,segm,116362,4.255474090576172,2.222736597061157,0.050811767578125,0.178466796875,-614.362351815809
apple,116362,segm,116362,4.937533378601074,2.543285608291626,0.469970703125,0.309326171875,-371.1112304614048
apple,562059,bbox,562059,4.6742024421691895,2.2986204624176025,0.3837890625,0.370849609375,-422.226038282381
apple,562059,bbox,562059,5.546684741973877,2.672337532043457,0.2164306640625,0.363525390625,-299.9255499613362
apple,562059,bbox,562059,4.898353099822998,2.3817026615142822,0.322021484375,0.350830078125,-261.1344886423986
apple,562059,segm,562059,5.158389091491699,2.491532325744629,0.260009765625,0.3525390625,-491.5302776847821
apple,562059,segm,562059,5.232279777526856,2.540271282196045,0.303955078125,0.35791015625,-343.0872582012261
apple,562059,segm,562059,4.87686014175415,2.421445369720459,0.227783203125,0.3349609375,-417.0938081589604
apple,322959,bbox,322959,4.459926128387451,2.2326700687408447,0.475830078125,0.356689453125,-500.3964989465296
apple,322959,bbox,322959,4.934011459350586,2.424286365509033,0.0091629028320312,0.2010498046875,-574.9258487564393
apple,322959,bbox,322959,5.007690906524658,2.4230730533599854,0.26513671875,0.378173828125,-287.62960689043655
apple,322959,segm,322959,4.2146711349487305,2.108603954315185,0.391845703125,0.33935546875,-306.3270863539407
apple,322959,segm,322959,4.164477825164795,1.957998871803284,0.369140625,0.334228515625,-274.4864081785342
apple,322959,segm,322959,4.5095534324646,2.2188539505004883,0.312255859375,0.342041015625,-267.6181455419328
apple,424721,bbox,424721,4.555145263671875,2.2245914936065674,0.424560546875,0.395751953125,-296.7276911958017
apple,424721,bbox,424721,4.413503646850586,2.2036170959472656,0.50634765625,0.38818359375,-292.145369949839
apple,424721,bbox,424721,4.401883125305176,2.0455870628356934,0.461669921875,0.3994140625,-300.10112400453625
apple,424721,segm,424721,4.649772644042969,2.229676961898804,0.394287109375,0.392333984375,-370.3638690878922
apple,424721,segm,424721,4.65239143371582,2.250862598419189,0.464111328125,0.390380859375,-441.7489370467938
apple,424721,segm,424721,4.673454761505127,2.220744132995605,0.50146484375,0.391357421875,-428.8263518205276
apple,407825,bbox,407825,4.832553863525391,2.2749719619750977,0.2822265625,0.344970703125,-174.90970681513355
apple,407825,bbox,407825,5.627618789672852,2.5517444610595703,0.247802734375,0.359619140625,-219.83641350006232
apple,407825,bbox,407825,5.305191993713379,2.460126638412476,0.318603515625,0.34033203125,-337.09837932107035
apple,407825,segm,407825,5.068960666656494,2.3687996864318848,0.3115234375,0.34814453125,-245.95364388701088
apple,407825,segm,407825,5.503263473510742,2.5826096534729004,0.309814453125,0.341796875,-219.8879477169229
apple,407825,segm,407825,5.551074504852295,2.522524356842041,0.255615234375,0.344970703125,-273.079579100169
apple,189078,bbox,189078,5.431698322296143,2.473731279373169,0.2371826171875,0.33056640625,-331.4212774506176
apple,189078,bbox,189078,5.17501163482666,2.413541555404663,0.14208984375,0.330322265625,-245.99446267907155
apple,189078,bbox,189078,4.996971130371094,2.3286540508270264,0.2044677734375,0.344970703125,-257.4674856112334
apple,189078,segm,189078,5.555606842041016,2.562288761138916,0.14111328125,0.322509765625,-308.80032829736854
apple,189078,segm,189078,5.198452949523926,2.572862148284912,0.161376953125,0.313720703125,-300.4293537740114
apple,189078,segm,189078,5.591325283050537,2.645252227783203,0.1478271484375,0.31689453125,-305.6616321474774
apple,522007,bbox,522007,5.195490837097168,2.5807058811187744,0.09063720703125,0.1905517578125,-315.9544304148519
apple,522007,bbox,522007,5.117768287658691,2.55342435836792,0.044586181640625,0.200927734375,-272.13249121217655
apple,522007,bbox,522007,4.925731658935547,2.504267692565918,0.04193115234375,0.1923828125,-359.69894711131565
apple,522007,segm,522007,5.351902484893799,2.631656646728516,0.5712890625,0.335205078125,-401.752096749613
apple,522007,segm,522007,5.037880420684815,2.5698931217193604,0.057373046875,0.1767578125,-359.1163301280367
apple,522007,segm,522007,4.961514472961426,2.507132053375244,0.0127487182617187,0.2052001953125,-657.0601678946691
apple,110999,bbox,110999,4.9687347412109375,2.3849756717681885,0.54833984375,0.3935546875,-475.690543431338
apple,110999,bbox,110999,5.049975395202637,2.5019173622131348,0.336181640625,0.378662109375,-369.3022175987925
apple,110999,bbox,110999,5.121148586273193,2.520537614822388,0.4970703125,0.389404296875,-366.8487997644713
apple,110999,segm,110999,4.524101257324219,2.2871861457824707,0.5390625,0.396484375,-289.7495910992393
apple,110999,segm,110999,5.03422212600708,2.4785852432250977,0.5771484375,0.41015625,-248.35238794614327
apple,110999,segm,110999,4.9883952140808105,2.412685871124268,0.4462890625,0.383056640625,-370.6976618138205
apple,548506,bbox,548506,5.349977493286133,2.5562310218811035,0.416748046875,0.338134765625,-343.6603439532498
apple,548506,bbox,548506,5.356348514556885,2.746412992477417,0.361083984375,0.326416015625,-483.1512386530667
apple,548506,bbox,548506,4.792077541351318,2.570809364318848,0.221923828125,0.2379150390625,-421.2201914829884
apple,548506,segm,548506,6.017685890197754,2.876917839050293,0.56787109375,0.347412109375,-386.044838765162
apple,548506,segm,548506,6.175250053405762,2.878620147705078,0.509765625,0.35205078125,-487.4836999789759
apple,548506,segm,548506,5.081269264221191,2.504396438598633,0.481689453125,0.38330078125,-682.6303280800698
apple,217753,bbox,217753,5.575997352600098,2.644966125488281,0.314453125,0.319580078125,-288.12678107517087
apple,217753,bbox,217753,4.950469017028809,2.397775411605835,0.32958984375,0.28271484375,-429.2465982835529
apple,217753,bbox,217753,5.019785404205322,2.4761955738067627,0.30029296875,0.298583984375,-487.11196192541
apple,217753,segm,217753,5.323507785797119,2.6014339923858643,0.346435546875,0.32763671875,-338.762282774182
apple,217753,segm,217753,5.014969348907471,2.448373794555664,0.329833984375,0.3203125,-434.0778064090439
apple,217753,segm,217753,4.728060722351074,2.3593642711639404,0.258056640625,0.301025390625,-536.1183852847003
apple,482719,bbox,482719,4.920432567596436,2.3915586471557617,0.07513427734375,0.2259521484375,-262.4186790708245
apple,482719,bbox,482719,5.0083909034729,2.375609397888184,0.0039520263671875,0.1546630859375,-471.8164017774411
apple,482719,bbox,482719,5.641681671142578,2.6447887420654297,0.0033836364746093,0.1666259765625,-390.7532664003
apple,482719,segm,482719,4.864521503448486,2.3249645233154297,0.020843505859375,0.203125,-402.4327425633485
apple,482719,segm,482719,5.170400619506836,2.50470232963562,0.0489501953125,0.193603515625,-578.2468749699606
apple,482719,segm,482719,5.387994766235352,2.5309972763061523,0.09869384765625,0.253662109375,-573.9696846367524
apple,119452,bbox,119452,5.0616888999938965,2.5254504680633545,0.2109375,0.255615234375,-638.6116936196299
apple,119452,bbox,119452,4.688490390777588,2.365319013595581,0.07769775390625,0.1895751953125,-527.6523873922297
apple,119452,bbox,119452,4.8119306564331055,2.414413928985596,0.0775146484375,0.1895751953125,-482.8269818857684
