category,image_id,mask_variation,gen_variation_id,nima_mean,nima_std,itm,cos,giqa_score
apple,193926,bbox,0,5.92118501663208,2.901474952697754,0.3583984375,0.357666015625,-317.7749803187473
apple,193926,bbox,1,5.689654350280762,2.689079761505127,0.5654296875,0.398681640625,-550.7990259128296
apple,193926,bbox,2,5.64162540435791,2.730938673019409,0.65478515625,0.394775390625,-621.8823026377631
apple,193926,segm,0,5.888159275054932,2.845886945724488,0.468994140625,0.38720703125,-322.81897332491104
apple,193926,segm,1,6.046388149261475,2.8683810234069824,0.54296875,0.390380859375,-371.1419484892806
apple,193926,segm,2,5.845706462860107,2.7740306854248047,0.423828125,0.3759765625,-274.347752353061
apple,389381,bbox,0,5.312093257904053,2.496330499649048,0.010986328125,0.2430419921875,-203.6323228292442
apple,389381,bbox,1,4.885733604431152,2.3323025703430176,0.1334228515625,0.316162109375,-321.677850092816
apple,389381,bbox,2,5.458693981170654,2.6071486473083496,0.1944580078125,0.329345703125,-295.9056654963935
apple,389381,segm,0,5.398713111877441,2.564295768737793,0.042877197265625,0.1920166015625,-299.7953765051844
apple,389381,segm,1,5.134971618652344,2.310549736022949,0.1229248046875,0.2235107421875,-275.127965642579
apple,389381,segm,2,5.5017805099487305,2.5853383541107178,0.04339599609375,0.185791015625,-271.28419160619865
apple,116362,bbox,0,4.43091344833374,2.317077875137329,0.74560546875,0.3818359375,-479.27385979989
apple,116362,bbox,1,4.540127277374268,2.350217819213867,0.5556640625,0.30517578125,-459.5270253305312
apple,116362,bbox,2,4.616733551025391,2.412919282913208,0.3525390625,0.267822265625,-436.4106133744645
apple,116362,segm,0,4.4228925704956055,2.278956174850464,0.276611328125,0.2734375,-498.8287360879576
apple,116362,segm,1,4.618595123291016,2.376470804214477,0.342529296875,0.280029296875,-704.3792767432583
apple,116362,segm,2,4.6337571144104,2.32480525970459,0.399169921875,0.29736328125,-634.3580936938879
apple,562059,bbox,0,5.178216934204102,2.502945899963379,0.4013671875,0.3583984375,-237.2653408230487
apple,562059,bbox,1,4.86959981918335,2.3520474433898926,0.45849609375,0.35107421875,-125.12553112712838
apple,562059,bbox,2,4.338461875915527,2.121293783187866,0.3818359375,0.3232421875,-589.9264625908813
apple,562059,segm,0,5.086655616760254,2.510836601257324,0.384521484375,0.331787109375,-241.12627851022123
apple,562059,segm,1,4.875724792480469,2.410564661026001,0.374755859375,0.32421875,-352.93708490189545
apple,562059,segm,2,4.389746189117432,2.207397699356079,0.42041015625,0.322509765625,-200.85031953229932
apple,322959,bbox,0,4.000815391540527,1.9609171152114868,0.5322265625,0.383056640625,-390.7041784353996
apple,322959,bbox,1,4.138648509979248,2.024346113204956,0.310546875,0.345947265625,-392.8234279745464
apple,322959,bbox,2,4.356386184692383,2.194476842880249,0.31982421875,0.353759765625,-478.0224233646141
apple,322959,segm,0,4.347874164581299,2.128471612930298,0.265869140625,0.334716796875,-289.3761075063228
apple,322959,segm,1,3.9633536338806152,1.964502096176148,0.20703125,0.363525390625,-433.2112376047671
apple,322959,segm,2,4.082030773162842,2.025083065032959,0.1319580078125,0.330810546875,-426.92059654874976
apple,424721,bbox,0,4.776853084564209,2.3320343494415283,0.427001953125,0.34375,-479.3670542666348
apple,424721,bbox,1,4.109407424926758,1.9936641454696653,0.456787109375,0.381103515625,-429.4440871385452
apple,424721,bbox,2,4.794822216033936,2.371310949325561,0.5947265625,0.369140625,-227.08567644668585
apple,424721,segm,0,4.605200290679932,2.271862268447876,0.56494140625,0.3857421875,-301.40423469951
apple,424721,segm,1,4.7958502769470215,2.452311992645264,0.483154296875,0.376708984375,-414.9469227273639
apple,424721,segm,2,5.244899272918701,2.564704418182373,0.45556640625,0.365234375,-306.3326111741292
apple,407825,bbox,0,4.7913498878479,2.3860843181610107,0.61865234375,0.38671875,-316.8696913648679
apple,407825,bbox,1,4.591310977935791,2.17641019821167,0.59423828125,0.380859375,-270.09512408166984
apple,407825,bbox,2,4.923158645629883,2.339544773101806,0.556640625,0.385009765625,-124.02358097958266
apple,407825,segm,0,4.532594680786133,2.2249438762664795,0.552734375,0.365966796875,-217.4963277708557
apple,407825,segm,1,4.621835231781006,2.219321727752685,0.61279296875,0.38525390625,-312.71730843221985
apple,407825,segm,2,5.031972885131836,2.355433940887451,0.283935546875,0.368896484375,-231.6151884721627
apple,189078,bbox,0,5.065071105957031,2.431934356689453,0.201904296875,0.322998046875,-217.7774766828433
apple,189078,bbox,1,5.024109840393066,2.453386068344116,0.17529296875,0.333984375,-303.6572030897128
apple,189078,bbox,2,4.893552303314209,2.331580400466919,0.164306640625,0.324462890625,-259.97784346337653
